
100 	0.000219
600 	0.001591
1100 	0.002429
1600 	0.004569
2100 	0.006385
2600 	0.006257
3100 	0.008456
3600 	0.011989
4100 	0.010575
4600 	0.014981
5100 	0.012967
5600 	0.01567
6100 	0.015805
6600 	0.017338
7100 	0.017922
7600 	0.020766
8100 	0.023583
8600 	0.022917
9100 	0.023104
9600 	0.023795
10100 	0.024763
10600 	0.024116
11100 	0.026449
11600 	0.028241
12100 	0.028498
12600 	0.029815
13100 	0.033257
13600 	0.035849
14100 	0.03374
14600 	0.03485
15100 	0.034681
15600 	0.036244
16100 	0.041793
16600 	0.042708
17100 	0.039584
17600 	0.043474
18100 	0.040437
18600 	0.045945
19100 	0.043936
19600 	0.050103
20100 	0.045709
20600 	0.047484
21100 	0.050867
21600 	0.049739
22100 	0.049413
22600 	0.054239
23100 	0.057386
23600 	0.052405
24100 	0.054055
24600 	0.056772
25100 	0.058896
25600 	0.056954
26100 	0.083137
26600 	0.06475
27100 	0.060537
27600 	0.061088
28100 	0.067391
28600 	0.06615
29100 	0.069441
29600 	0.065182
30100 	0.067409
30600 	0.066761
31100 	0.074101
31600 	0.070549
32100 	0.074364
32600 	0.071698
33100 	0.079887
33600 	0.078337
34100 	0.074841
34600 	0.087554
35100 	0.079445
35600 	0.085173
36100 	0.081236
36600 	0.078956
37100 	0.084509
37600 	0.093621
38100 	0.083837
38600 	0.083802
39100 	0.08743
39600 	0.086562
40100 	0.088649
40600 	0.087136
41100 	0.09125
41600 	0.091
42100 	0.092939
42600 	0.101974
43100 	0.092689
43600 	0.098193
44100 	0.095083
44600 	0.097351
45100 	0.100371
45600 	0.099618
46100 	0.100846
46600 	0.105234
47100 	0.101996
47600 	0.10342
48100 	0.105659
48600 	0.116958
49100 	0.106771
49600 	0.108893
50100 	0.115404
50600 	0.114598
51100 	0.11709
51600 	0.143566
52100 	0.124472
52600 	0.169482
53100 	0.161156
53600 	0.179577
54100 	0.151747
54600 	0.122575
55100 	0.165169
55600 	0.130289
56100 	0.155792
56600 	0.141082
57100 	0.155701
57600 	0.147658
58100 	0.128004
58600 	0.125089
59100 	0.12502
59600 	0.146141
60100 	0.132442
60600 	0.132964
61100 	0.135918
61600 	0.166137
62100 	0.177892
62600 	0.163068
63100 	0.137708
63600 	0.168942
64100 	0.139057
64600 	0.175138
65100 	0.142553
65600 	0.140841
66100 	0.144069
66600 	0.151044
67100 	0.150112
67600 	0.152113
68100 	0.144693
68600 	0.146303
69100 	0.148159
69600 	0.149773
70100 	0.15397
70600 	0.151379
71100 	0.15327
71600 	0.151841
72100 	0.152793
72600 	0.168123
73100 	0.161121
73600 	0.167714
74100 	0.190596
74600 	0.179388
75100 	0.186181
75600 	0.180563
76100 	0.193391
76600 	0.173332
77100 	0.168395
77600 	0.184224
78100 	0.179121
78600 	0.177408
79100 	0.17283
79600 	0.183663
80100 	0.17065
80600 	0.2188
81100 	0.193181
81600 	0.176222
82100 	0.180211
82600 	0.182255
83100 	0.181014
83600 	0.198555
84100 	0.209854
84600 	0.193816
85100 	0.194451
85600 	0.235074
86100 	0.225915
86600 	0.224879
87100 	0.216917
87600 	0.19127
88100 	0.190999
88600 	0.187458
89100 	0.231801
89600 	0.214657
90100 	0.190722
90600 	0.207126
91100 	0.207638
91600 	0.197509
92100 	0.212778
92600 	0.231463
93100 	0.234502
93600 	0.240021
94100 	0.216504
94600 	0.270489
95100 	0.242936
95600 	0.246748
96100 	0.223399
96600 	0.223447
97100 	0.215623
97600 	0.211043
98100 	0.220589
98600 	0.216752
99100 	0.217094
99600 	0.220598
